mi papá estaba leyendo un libro ayer,ayer papá mío libro leer,,,
mi prima estaba leyendo un libro ayer,ayer primo mujer mía libro leer,,,
mi primo estaba leyendo un libro ayer,ayer primo mío libro leer,,,
mi novio estaba leyendo un libro ayer,ayer novio mío libro leer,,,
mi novia estaba leyendo un libro ayer,ayer novio mujer mío libro leer,,,
mi abuelo estaba leyendo un libro ayer,ayer abuelo mío libro leer,,,
mi abuela estaba leyendo un libro ayer,ayer abuelo mujer mío libro leer,,,
mi amiga estaba leyendo un libro ayer,ayer amigo mujer mío libro leer,,,
mi amigo estaba leyendo un libro ayer,ayer amigo mío libro leer,,,
mi suegra estaba leyendo un libro ayer,ayer suegro mujer mía leer,,,
tu mamá estaba leyendo un libro ayer,ayer mamá tuya libro leer,,,
tu papá estaba leyendo un libro ayer,ayer papá tuyo libro leer,,,
tu prima estaba leyendo un libro ayer,ayer primo mujer tuya libro leer,,,
tu primo estaba leyendo un libro ayer,ayer primo tuyo libro leer,,,
tu novio estaba leyendo un libro ayer,ayer novio tuyo libro leer,,,
tu novia estaba leyendo un libro ayer,ayer novio mujer tuya libro leer,,,
tu abuelo estaba leyendo un libro ayer,ayer abuelo tuyo libro leer,,,
tu abuela estaba leyendo un libro ayer,ayer abuelo mujer tuya libro leer,,,
tu amiga estaba leyendo un libro ayer,ayer amigo mujer tuya libro leer,,,
tu amigo estaba leyendo un libro ayer,ayer amigo tuyo libro leer,,,
leímos el periódico ayer ,ayer nosotros periódico leer,,,
leí el periódico ayer,ayer yo periódico leer,,,
leíste el periódico ayer,ayer tú periódico leer,,,
leyó el periódico ayer,ayer él (ella) periódico leer,,,
leyeron el periódico ayer,ayer ellos (as) periódico leer,,,
mi mamá estaba leyendo un periódico ayer,ayer mamá mía periódico leer,,,
mi papá estaba leyendo un periódico ayer,ayer papá mío periódico leer,,,
mi prima estaba leyendo un periódico ayer,ayer primo mujer mía periódico leer,,,
mi primo estaba leyendo un periódico ayer,ayer primo mío periódico leer,,,
mi novio estaba leyendo un periódico ayer,ayer novio mío periódico leer,,,
mi novia estaba leyendo un periódico ayer,ayer novio mujer mío periódico leer,,,
mi abuelo estaba leyendo un periódico ayer,ayer abuelo mío periódico leer,,,
mi abuela estaba leyendo un periódico ayer,ayer abuelo mujer mío periódico leer,,,
mi amiga estaba leyendo un periódico ayer,ayer amigo mujer mío periódico leer,,,
mi amigo estaba leyendo un periódico ayer,ayer amigo mío periódico leer,,,
tu mamá estaba leyendo un libro ayer,ayer mamá tuya libro leer,,,
tu papá estaba leyendo un periódico ayer,ayer papá tuyo periódico leer,,,
tu prima estaba leyendo un periódico ayer,ayer primo mujer tuya periódico leer,,,
tu primo estaba leyendo un periódico ayer,ayer primo tuyo periódico leer,,,
tu novio estaba leyendo un periódico ayer,ayer novio tuyo periódico leer,,,
tu novia estaba leyendo un periódico ayer,ayer novio mujer tuya periódico leer,,,
tu abuelo estaba leyendo un periódico ayer,ayer abuelo tuyo periódico leer,,,
tu abuela estaba leyendo un periódico ayer,ayer abuelo mujer tuya periódico leer,,,
tu amiga estaba leyendo un periódico ayer,ayer amigo mujer tuya periódico leer,,,
tu amigo estaba leyendo un periódico ayer,ayer amigo tuyo periódico leer,,,
leímos una revista ayer ,ayer nosotros revista leer,,,
leí una revista ayer,ayer yo revista leer,,,
leíste una revista ayer,ayer tú revista leer,,,
leyó una revista ayer,ayer él (ella) revista leer,,,
leyeron una revista ayer,ayer ellos (as) revista leer,,,
mi mamá estaba leyendo una revista ayer,ayer mamá mía revista leer,,,
mi papá estaba leyendo una revista ayer,ayer papá mío revista leer,,,
mi prima estaba leyendo una revista ayer,ayer primo mujer mía revista leer,,,
mi primo estaba leyendo una revista ayer,ayer primo mío revista leer,,,
mi novio estaba leyendo un revista ayer,ayer novio mío revista leer,,,
mi novia estaba leyendo una revista ayer,ayer novio mujer mío revista leer,,,
mi abuelo estaba leyendo una revista ayer,ayer abuelo mío revista leer,,,
mi abuela estaba leyendo una revista ayer,ayer abuelo mujer mío revista leer,,,
mi amiga estaba leyendo una revista ayer,ayer amigo mujer mío revista leer,,,
mi amigo estaba leyendo una revista ayer,ayer amigo mío revista leer,,,
te gusta el chocolate,tú chocolate gustar,,,
me gusta el chocolate,yo chocolate gustar,,,
le gusta el chocolate,ella chocolate gustar,,,
le gusta el chocolate,él chocolate gustar,,,
les gusta el chocolate,ellos chocolate gustar,,,
les gusta el chocolate,ellas chocolate gustar,,,
les gusta el chocolate,ustedes chocolate gustar,,,
nos gusta el chocolate,nosotros chocolate gustar,,,
no te gusta el chocolate,tú chocolate gustar no,,,
no me gusta el chocolate,yo chocolate gustar no,,,
no le gusta el chocolate,él chocolate gustar no,,,
no les gusta el chocolate,ellos chocolate gustar no,,,
no les gusta el chocolate,ellas chocolate gustar no,,,
no les gusta el chocolate,ustedes chocolate gustar no,,,
nos gusta el chocolate,nosotros chocolate gustar no,,,
a mi mamá le gusta el chocolate,mamá mía chocolate gustar,,,
a mi mamá no le gusta el chocolate,mamá mía chocolate gustar no,,,
a mi papá le gusta el chocolate,papá mío chocolate gustar,,,
a mi papá no le gusta el chocolate,papá mío chocolate gustar no,,,
a mi hermano no le gusta el chocolate,hermano mío chocolate gustar no,,,
a mi hermano le gusta el chocolate,hermano mío chocolate gustar,,,
a mi hermana no le gusta el chocolate,hermano mujer mía chocolate gustar no,,,
a mi hermano le gusta el chocolate,hermano mío chocolate gustar,,,
a mi prima le gusta el chocolate,primo mujer mía chocolate gustar,,,
a mi primo no le gusta el chocolate,primo mío chocolate gustar no,,,
a mi tía le gusta el chocolate,tío mujer mía chocolate gustar,,,
a mi tía no le gusta el chocolate,tío mujer mía chocolate gustar no,,,
a mi tío no le gusta el chocolate,tío mío chocolate gustar no,,,
a mi tío le gusta el chocolate,tío mío chocolate gustar,,,
a mi abuelo le gusta el chocolate,abuelo mío chocolate gustar,,,
a mi abuelo no le gusta el chocolate,abuelo mío chocolate gustar no,,,
a mi abuela no le gusta el chocolate,abuelo mujer mía chocolate gustar no,,,
a mi abuela le gusta el chocolate,abuelo mujer mía chocolate gustar,,,
a tu mamá le gusta el chocolate,mamá tuya chocolate gustar,,,
a tu mamá no le gusta el chocolate,mamá tuya chocolate gustar no,,,
a tu papá le gusta el chocolate,papá tuyo chocolate gustar,,,
a tu papá no le gusta el chocolate,papá tuyo chocolate gustar no,,,
a tu hermano no le gusta el chocolate,hermano tuyo chocolate gustar no,,,
a tu hermano le gusta el chocolate,hermano tuyo chocolate gustar,,,
a tu hermana no le gusta el chocolate,hermano mujer tuya chocolate gustar no,,,
a tu hermano le gusta el chocolate,hermano tuyo chocolate gustar,,,
a tu prima le gusta el chocolate,primo mujer tuya chocolate gustar,,,
a tu primo no le gusta el chocolate,primo tuyo chocolate gustar no,,,
a tu tía le gusta el chocolate,tío mujer tuya chocolate gustar,,,
a tu tía no le gusta el chocolate,tío mujer tuya chocolate gustar no,,,
a tu tío no le gusta el chocolate,tío tuyo chocolate gustar no,,,
a tu tío le gusta el chocolate,tío tuyo chocolate gustar,,,
a tu abuelo le gusta el chocolate,abuelo tuyo chocolate gustar,,,
a tu abuelo no le gusta el chocolate,abuelo tuyo chocolate gustar no,,,
a tu abuela no le gusta el chocolate,abuelo mujer tuya chocolate gustar no,,,
a tu abuela le gusta el chocolate,abuelo mujer tuya chocolate gustar,,,
me agrada platicar,yo platicar gustar,,,
me gusta platicar,yo platicar gustar,,,
no me gusta platicar,yo platicar gustar no,,,
no me agrada platicar,yo platicar gustar no,,,
me gusta leer,yo leer gustar,,,
no me gusta leer,yo leer gustar no,,,
me agrada leer,yo leer gustar,,,
no me agrada leer,yo leer gustar no,,,
me gusta pasear,yo pasear gustar,,,
no me agrada pasear,yo pasear gustar no,,,
me agrada pasear,yo pasear gustar,,,
no me gusta pasear,yo pasear gustar no,,,
me gusta sonreír,yo sonreír gustar,,,
no me gusta sonreír,yo sonreír gustar no,,,
me agrada sonreír,yo sonreír gustar,,,
no me gusta sonreír,yo sonreír gustar no,,,
te gusta el chocolate,tú chocolate gustar,,,
no te gusta el chocolate,tú chocolate gustar no,,,
te agrada el chocolate,tú chocolate agradar,,,
te desagrada el chocolate,tú chocolate gustar no,,,
te gusta comer helado,tú comer helado gustar,,,
no te gusta comer helado,tú comer helado gustar no,,,
te agrada comer helado,tú comer helado gustar,,,
no te agrada platicar,tú platicar gustar no,,,
te agrada platicar,tú platicar gustar,,,
no te agrada platicar,tú platicar gustar no,,,
te gusta platicar,tú platicar gustar,,,
no te agrada leer,tú leer gustar no,,,
te agrada leer,tú leer gustar,,,
no te gusta leer,tú leer gustar no,,,
te gusta leer,tú leer gustar,,,
no te gusta leer,tú leer gustar no,,,
te agrada pasear,tú pasear gustar,,,
te desagrada pasear,tú pasear gustar no,,,
te gusta pasear,tú pasear gustar,,,
no te gusta pasear,tú pasear gustar no,,,
te agrada sonreír,tú sonreír gustar,,,
te desagrada sonreír,tú sonreír gustar no,,,
les agrada el chocolate,ellos chocolate gustar,,,
les desagrada el chocolate,ellos chocolate gustar no,,,
les agrada el chocolate,ustedes chocolate gustar,,,
les desagrada el chocolatge,ustedes chocolate gustar no,,,
les gusta el chocolate,ellos chocolate gustar,,,
no les gusta el chocolate,ellos chocolate gustar no,,,
les agrada comer helado,ellos comer helado gustar,,,
no les agrada comer helado,ellos comer helado gustar no,,,
les gusta comer helado,ellos comer helado gustar,,,
no les gusta comer helado,ellos comer helado gustar no,,,
les gusta leer,ustedes leer gustar,,,
no les gusta leer,ustedes leer gustar no,,,
les agrada leer,ellos leer gustar,,,
les gusta leer,ellos leer gustar,,,
no les agrada leer,ellos leer gustar no,,,
les gusta leer,ustedes leer gustar,,,
no les gusta leer,ustedes leer gustar no,,,
me gusta caminar,yo caminar gustar,,,
no me gusta caminar,yo caminar gustar no,,,
me agrada caminar,yo caminar gustar,,,
me desagrada caminar,yo caminar gustar no,,,
te agrada caminar,tú caminar gustar,,,
te desagrada caminar,tú caminar gustar no,,,
te gusta caminar,tú caminar gustar,,,
no te gusta caminar,tú caminar gustar no,,,
te agrada caminar,tú caminar gustar,,,
te desagrada caminar,tú caminar gustar no,,,
les gusta caminar,ellos caminar gustar,,,
no les gusta caminar,ellos caminar gustar no,,,
les agrada caminar,ustedes caminar gustar,,,
les desagrada caminar,ustedes caminar gustar no,,,
les gusta caminar,ellos caminar gustar,,,
no les gusta caminar,ellos caminar gustar no,,,
les gusta caminar,ustedes caminar gustar,,,
no les gusta caminar,ustedes caminar gustar no,,,
le agrada caminar,ella caminar gustar,,,
le desagrada caminar,ella caminar gustar no,,,
le agrada caminar,el caminar gustar,,,
le desagrada caminar,el caminar gustar no,,,
le gusta caminar,el caminar gustar,,,
no les gusta caminar,el caminar gustar no,,,
le gusta caminar,ella caminar gustar,,,
no le gusta caminar,ella caminar gustar no,,,
le gusta correr,el correr gustar,,,
no les gusta correr,el correr gustar no,,,
le gusta correr,ella correr gustar,,,
te gusta reír,tú reír gustar,,,
no te gusta reír,tú reír gustar no,,,
les gusta reír,ellos reír gustar,,,
no les gusta reír,ellos reír gustar no,,,
les gusta sonreír,ellos sonreír gustar,,,
no les gusta sonreír,ellos sonreír gustar no,,,
te gusta sonreír,tú sonreír gustar,,,
no te gusta sonreír,tú sonreír gustar no,,,
le gusta reír,ella reír gustar,,,
no le gusta reír,ella reír gustar no,,,
le gusta sonreír,el sonreír gustar,,,
no le gusta sonreír,el sonreír gustar no,,,
le gusta sonreír,ella sonreír gustar,,,
no le gusta sonreir,el sonreír gustar no,,,
le gusta reír,el reír gustar,,,
no le gusta reír,el reír gustar no,,,
te gusta el café,tú café gustar,,,
me gusta el café,yo café gustar,,,
le gusta el café,ella café gustar,,,
le gusta el café,él café gustar,,,
les gusta el café,ellos café gustar,,,
les gusta el café,ellas café gustar,,,
les gusta el café,ustedes café gustar,,,
nos gusta el café,nosotros café gustar,,,
no te gusta el café,tú café gustar no,,,
no me gusta el café,yo café gustar no,,,
no le gusta el café,él café gustar no,,,
no les gusta el café,ellos café gustar no,,,
no les gusta el café,ellas café gustar no,,,
no les gusta el café,ustedes café gustar no,,,
nos gusta el café,nosotros café gustar no,,,
a mi mamá le gusta el café,mamá mía café gustar,,,
a mi mamá no le gusta el café,mamá mía café gustar no,,,
a mi papá le gusta el café,papá mío café gustar,,,
a mi papá no le gusta el café,papá mío café gustar no,,,
a mi hermano no le gusta el café,hermano mío café gustar no,,,
a mi hermano le gusta el café,hermano mío café gustar,,,
a mi hermana no le gusta el café,hermano mujer mía café gustar no,,,
a mi hermano le gusta el café,hermano mío café gustar,,,
a mi prima le gusta el café,primo mujer mía café gustar,,,
a mi primo no le gusta el café,primo mío café gustar no,,,
a mi tía le gusta el café,tío mujer mía café gustar,,,
a mi tía no le gusta el café,tío mujer mía café gustar no,,,
a mi tío no le gusta el café,tío mío café gustar no,,,
a mi tío le gusta el café,tío mío café gustar,,,
a mi abuelo le gusta el café,abuelo mío café gustar,,,
a mi abuelo no le gusta el café,abuelo mío café gustar no,,,
a mi abuela no le gusta el café,abuelo mujer mía café gustar no,,,
a mi abuela le gusta el café,abuelo mujer mía café gustar,,,
a tu mamá le gusta el café,mamá tuya café gustar,,,
a tu mamá no le gusta el café,mamá tuya café gustar no,,,
a tu papá le gusta el café,papá tuyo café gustar,,,
a tu papá no le gusta el café,papá tuyo café gustar no,,,
a tu hermano no le gusta el café,hermano tuyo café gustar no,,,
a tu hermano le gusta el café,hermano tuyo café gustar,,,
a tu hermana no le gusta el café,hermano mujer tuya café gustar no,,,
a tu hermano le gusta el café,hermano tuyo café gustar,,,
a tu prima le gusta el café,primo mujer tuya café gustar,,,
a tu primo no le gusta el café,primo tuyo café gustar no,,,
a tu tía le gusta el café,tío mujer tuya café gustar,,,
a tu tía no le gusta el café,tío mujer tuya café gustar no,,,
a tu tío no le gusta el café,tío tuyo café gustar no,,,
a tu tío le gusta el café,tío tuyo café gustar,,,
a tu abuelo le gusta el café,abuelo tuyo café gustar,,,
a tu abuelo no le gusta el café,abuelo tuyo café gustar no,,,
a tu abuela no le gusta el café,abuelo mujer tuya café gustar no,,,
a tu abuela le gusta el café,abuelo mujer tuya café gustar,,,
te gusta pasear,tu pasear gustar,,,
nos gusta la música clásica,nosotros música clásica gustar,,,
no nos gusta la música clásica,nosotros música clásica gustar no,,,
nos agrada la música clásica,nosotros música clásica gustar,,,
nos desagrada la música clásica,nosotros música clásica gustar no,,,
nos agrada platicar,nosotros platicar gustar,,,
nos desagrada platicar,nosotros platicar gustar no,,,
nos gusta platicar,nosotros platicar gustar,,,
no nos gusta platicar,nosotros platicar gustar no,,,
nos agrada reír,nosotros reír agradar,,,
no nos agrada reír,nosotros reír gustar no,,,
nos gusta reír,nosotros reír gustar,,,
no nos gusta reír,nosotros reír gustar no,,,
nos gusta caminar,nosotros caminar gustar,,,
nos agrada caminar,nosotros caminar gustar,,,
nos desagrada caminar,nosotros caminar gustar no,,,
nos gusta pasear,nosotros pasear gustar,,,
no nos gusta pasear,nosotros pasear gustar no,,,
les gusta platicar,ustedes platicar gustar,,,
les gusta platicar,ellos platicar gustar,,,
el niño juega a la pelota,niño pelota jugar,,,
los niños juegan a la pelota,niño ellos pelota jugar,,,
las niñas construyen una casa,niño mujer ellas casa construir,,,
mi mamá usa la lavadora,mamá mía lavadora usar,,,
a mi abuela le gusta cocinar,abuelo mujer mía cocinar gustar,,,
a mi abuela no le gusta cocinar,abuelo mujer mía cocinar gustar no,,,
a mi mamá le gusta leer,mamá mía leer gustar,,,
a mi mamá no le gusta leer,mamá mía leer gustar no,,,
a mi mamá le agrada leer,mamá mía leer gustar,,,
a mi mamá le gusta platicar,mamá mía platicar gustar,,,
a mi mamá no le gusta platicar,mamá mía platicar gustar no,,,
a mi mamá le agrada platicar,mamá mía platicar gustar,,,
a mi mamá no le agrada platicar,mamá mía platicar gustar no,,,
manzana,manzana,,,
manzanas,manzana,,,
las manzanas,manzana+manzana+manzana,,,
muchas manzanas,manzana muchas,,,
pocas manzanas,manzana pocas,,,
algunas manzanas,manzana algunas,,,
árbol,árbol,,,
árboles,árbol+árbol+árbol,,,
los arboles son verdes,árbol+árbol+árbol verdes,,,
los árboles,árbol+árbol+árbol,,,
muchos árboles,árbol muchos,,,
algunos árboles,árbol algunos,,,
pocos árboles,árbol poco,,,
auto,auto,,,
los autos,auto cl+cl+cl,,,
autos,auto cl+cl+cl,,,
muchos autos,auto muchos,,,
pocos autos,auto pocos,,,
algunos autos,auto algunos,,,
los esposos,esposo ellos,,,
muchos esposos,esposo muchos,,,
algunos esposos,esposo algunos,,,
pocos esposos,esposo pocos,,,
esposo,esposo,,,
esposa,esposo mujer,,,
mujer,mujer,,,
mujeres,mujer ellas,,,
las mujeres,mujer ellas,,,
muchas mujeres,mujer muchas,,,
pocas mujeres,mujer pocas,,,
algunas mujeres,mujer algunas,,,
hombre,hombre,,,
los hombres,hombre ellos,,,
hombres,hombre ellos,,,
muchos hombres,hombre muchos,,,
pocos hombres,hombre pocos,,,
algunos hombres,hombre algunos,,,
niño,niño,,,
los niños,niño ellos,,,
muchos niños,niño muchos,,,
pocos niños,niño pocos,,,
algunos niños,niño algunos,,,
niños,hombre ellos,,,
las niñas,niña mujer ellas,,,
niña,niño mujer,,,
niñas,niño mujer ellas,,,
hijo,hijo,,,
hijos,hijo ellos,,,
hija,hijo mujer,,,
hijas,hijo mujer ellas,,,
novio,novio,,,
novios,novio ellos,,,
novia,novio mujer,,,
novias,novio mujer ellas,,,
tío,tío,,,
tíos,tío ellos,,,
tía,tío mujer,,,
tías,tío mujer ellas,,,
suegro,suegro,,,
suegros,suegro ellos,,,
suegra,suegro mujer,,,
suegras,suegro mujer ellas,,,
hermano,hermano,,,
hermanos,hermano ellos,,,
hermana,hermano mujer,,,
hermanas,hermano mujer ellas,,,
primo,primo ,,,
primos,primo ellos,,,
prima,primo mujer,,,
primas,primo mujer ellas,,,
abuelo,abuelo,,,
abuelos,abuelo ellos,,,
abuela,abuelo mujer,,,
abuelas,abuelo mujer ellas,,,
sobrino,sobrino,,,
sobrinos,sobrino ellos,,,
sobrina,sobrino mujer,,,
sobrinas,sobrino mujer ellas,,,
perro,perro,,,
perros,perro cl+cl+cl,,,
muchos perros juegan en el parque,parque ahí muchos perros jugar,,,
pocos perros juegan en el parque,parque ahí pocos perros jugar,,,
mi perro juega con su peluche en la casa,casa ahí perro mío peluche jugar,,,
tu perro juega con su peluche en la casa,casa ahí perro tuyo peluche jugar,,,
hay muchos perros en la calle,calle ahí muchos perros haber,,,
no hay muchos perros en la calle,calle ahí muchos perros haber no,,,
algunos perros son muy agresivos,algunos perros muy agresivos,,,
los perros están asustados,perro cl+cl+cl asustados,,,
mis perros están asustados,perro cl+cl+cl míos asustados,,,
tus perros están asustados,perro cl+cl+cl tuyos asustados,,,
el perro gris es tuyo,perro gris tuyo,,,
el perro café es tuyo,perro café tuyo,,,
el perro negro es mío,perro mío negro,,,
lo perros beben agua,perro cl+cl+cl agua beber,,,
gato,gato,,,
los gatos juegan en el parque,parque ahí gato cl+cl+cl jugar,,,
gatos,gato cl+cl+cl,,,
muchos gatos juegan en el parque,parque ahí muchos gatos jugar,,,
pocos gatos juegan en el parque,parque ahí pocos gatos jugar,,,
mi gato juega con su peluche en la casa,casa ahí gato mío peluche jugar,,,
tu gato juega con su peluche en la casa,casa ahí gato tuyo peluche jugar,,,
hay muchos gatos en la calle,calle ahí muchos gatos haber,,,
no hay muchos gatos en la calle,calle ahí muchos gatos haber no,,,
algunos gatos son muy agresivos,algunos gatos muy agresivos,,,
los gatos están asustados,gato cl+cl+cl asustados,,,
mis gatos están asustados,gato cl+cl+cl míos asustados,,,
tus perros están asustados,gato cl+cl+cl tuyos asustados,,,
el gato blanco es tuyo,gato blanco tuyo,,,
el gato café es tuyo,gato café tuyo,,,
el gato negro es mío,gato mío negro,,,
lo gatos comen pescado,gato cl+cl+cl pescado comer,,,
casa,casa,,,
casas,casa+casa+casa,,,
muchas casas,casa muchas,,,
pocas casas,casa pocas,,,
algunas casas,casa algunas,,,
mesa,mesa,,,
las mesas,mesa+mesa+mesa,,,
mesas,mesa+mesa+mesa,,,
muchas mesas,mesa muchas,,,
pocas mesas,mesa pocas,,,
puerta,puerta,,,
puertas,puerta+puerta+puerta,,,
las puertas,puerta+puerta+puerta,,,
muchas puertas,puerta muchas,,,
pocas puertas,puerta pocas,,,
algunas puertas,puerta algunas,,,
ventana,ventana,,,
ventanas,ventana+ventana+ventana,,,
las ventanas,ventana+ventana+ventana,,,
muchas ventanas,ventana muchas,,,
pocas ventanas,ventana pocas,,,
algunas ventanas,ventana algunas,,,
silla,silla,,,
sillas,silla+silla+silla,,,
las sillas,silla+silla+silla,,,
muchas sillas,silla muchas,,,
pocas sillas,silla pocas,,,
algunas sillas,silla algunas,,,
lámpara,lámpara,,,
lámparas,lámpara+lámpara+lámpara,,,
muchas lámparas,lámpara muchas,,,
pocas lámparas,lámpara pocas,,,
algunas lámparas,lámpara algunas,,,
licuadora,licuadora,,,
licuadoras,licuadora+licuadora+licuadora,,,
las licuadoras,licuadora+licuadora+licuadora,,,
muchas licuadoras,licuadora muchas,,,
pocas licuadoras,licuadora pocas,,,
foco,foco,,,
focos,foco+foco+foco,,,
los focos,foco+foco+foco,,,
muchos focos,foco muchos,,,
pocos focos,foco pocos,,,
lavadora,lavadora,,,
lavadoras,lavadora+lavadora+lavadora,,,
las lavadoras,lavadora+lavadora+lavadora,,,
muchas lavadoras,lavadora muchas,,,
pocas lavadoras,lavadora pocas,,,
algunas lavadoras,lavadoras algunas,,,
la gente,gente,,,
mucha gente baila,gente mucha bailar,,,
mucha gente,gente mucha,,,
poca gente,gente poca,,,
me gusta el color verde,yo color verde gustar,,,
no me gusta el color verde,yo color verde gustar no,,,
me gusta el café caliente,yo café caliente gustar,,,
no me gusta el café caliente,yo café caliente gustar no,,,
me gusta el helado,yo helado gustar,,,
no me gusta el helado,yo helado gustar no,,,
me gustan las bebidas frías,yo bebidas frías gustar,,,
no me gustan las bebidas frías,yo bebidas frías gustar no,,,
me gusta la pizza hawaiana,yo pizza hawaiana gustar,,,
no me gusta la pizza hawaiana,yo pizza hawaiana gustar no,,,
me gusta el sabor picante,yo sabor picante gustar,,,
no me gusta el sabor picante,yo sabor picante gustar no,,,
me gusta el color morado,yo color morado gustar,,,
no me gusta el color morado,yo color morado gustar no,,,
me gusta el color rosa,yo color rosa gustar,,,
no me gusta el color rosa,yo color rosa gustar no,,,
me gusta la pizza,yo pizza gustar,,,
no me gusta la pizza,yo pizza gustar no,,,
yo soy distraída,yo distraída así,,,
tú eres distraída,tú distraído así,,,
él es distraído,él distraído así,,,
somos distraídos,nosotros distraídos así,,,
ellas son distraídas,ellas distraídas así,,,
ellos son distraídos,ellos distraídos así,,,
ustedes son distraídos,ustedes distraídos así,,,
mi mamá es distraída,mamá distraída así,,,
mi papá es distraído,papá distraído así,,,
las niñas son distraídas,niño mujer ellas distraídas así,,,
los niños son distraídos,niño ellos distraídos así,,,
mi tía es distraída,tío mujer mía distraída así,,,
mi tío es distraído,tío mío distraído así,,,
mi abuelo es distraído,abuelo mío distraído así,,,
mi abuela es distraída,abuelo mujer mía distraída así,,,
mi amigo es distraído,amigo mío distraído así,,,
mi hermana es distraída,hermano mujer mía distraída así,,,
mi hermano es distraído,hermano mío distraído así,,,
mi amiga es distraída,amigo mujer mía distraída así,,,
mi novio es distraído,novio mío distraído así,,,
mi novia es distraída,novio mujer mía distraída así,,,
tu tía es distraída,tío mujer tuya distraída así,,,
tu tío es distraído,tío tuyo distraído así,,,
tu abuelo es distraído,abuelo tuyo distraído así,,,
tu abuela es distraída,abuelo tuyo mía distraída así,,,
tu amigo es distraído,amigo tuyo distraído así,,,
tu amiga es distraída,amigo mujer tuya distraída así,,,
tu novio es distraído,novio tuyo distraído así,,,
tu novia es distraída,novio mujer tuya distraída así,,,
nuestro amigo es distraído,amigo nuestro distraído así,,,
nuestra amiga es distraída,amigo mujer nuestra distraída así,,,
yo estoy distraída,yo distraída,,,
tú estás distraído,tú distraído,,,
él está distraído,él distraído,,,
estamos distraídos,nosotros distraídos,,,
ellas están distraídas,ellas distraídas,,,
ellos están distraídos,ellos distraídos,,,
ustedes están distraídos,ustedes distraídos ,,,
mi mamá está distraída,mamá mía distraída,,,
mi papá está distraído,papá mío distraído,,,
las niñas están distraídas,niño mujer ellas distraídas,,,
los niños están distraídos,niño ellos distraídos,,,
mi tía está distraída,tía mía distraída,,,
mi tío está distraído,tío mío distraído,,,
mi abuelo está distraído,abuelo mío distraído,,,
mi abuela está distraída,abuelo mujer mía distraída,,,
mi amigo está distraído,amigo mío distraído,,,
mi hermano está distraído,hermano mío distraído,,,
mi amiga está distraída,amigo mujer mía distraída,,,
mi novio está distraído,novio mío distraído,,,
mi novia está distraída,novio mujer mía distraída,,,
tu tía está distraída,tío mujer tuya distraída,,,
tu tío está distraído,tío tuyo distraído,,,
tu abuelo está distraído,abuelo tuyo distraído,,,
tu abuela está distraída,abuelo mujer tuya distraída,,,
tu amigo está distraído,amigo tuyo distraído,,,
tu amiga está distraída,amigo mujer tuya distraída,,,
tu novio está distraído,novio tuyo distraído,,,
tu novia está distraída,novio mujer tuya distraída,,,
nuestro amigo está distraído,amigo nuestro distraído,,,
nuestra amiga está distraída,amigo mujer nuestra distraída,,,
la manzana es roja,manzana roja,,,
la ropa está mojada,ropa mojada,,,
el clima es frío,clima frío,,,
el clima es caliente,clima caliente,,,
el edificio es alto,edificio alto,,,
el cielo es azul,cielo azul,,,
el perro es café,perro café,,,
los perros son peludos,perro+perro+perro peludos,,,
tu mamá,mamá tuya,,,
mi mamá,mamá mía,,,
su mamá,mamá suya,,,
